SELFIES,true_LogS,guessed_LogS
[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],-1.8940001,-1.894
[N][Branch1][Ring2][C][C][=C][C][C][=C],-0.052999999,-0.053
[O][=C][Branch1][C][O][C][C][C][C][C][C][C],-2.2620001,-2.262
[O][=C][C][C][C][C][C][C][C],-2.3599999,-2.36
[C][Branch1][=Branch1][C][C][C][C][C][C][C][C][C],-6.4369998,-6.437
[O][=C][C][C][C][C][C][C][C][C],-3.1710000000000003,-3.171
[O][=C][=O],-1.473,-1.473
[Br][C][Branch1][C][Br][Cl],-1.887,-1.887
[As][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][C],0.26199999,0.262
[O][C][C][Branch1][C][N][Branch1][C][C][C],1.05,1.05
[O][=C][C][Branch1][Ring1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][Ring1][#C],-2.6400001,-2.64
[Cl][C][=C][Branch1][Ring1][O][C][C][=C][Branch1][Ring1][O][C][C][C][=Branch1][C][=O][C@@][Branch1][S][C@H1][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][O][C][O][C][Ring2][Ring1][#Branch1][=Ring1][#C],-4.6110001,-4.611
[O][=C][Branch1][=C][O][C][Branch1][Ring1][C][#C][C][C][C][C][C][Ring1][Branch2][N],-1.825,-1.825
[O][Branch1][=N][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],-1.9579999,-1.958
[O][=C][C][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch2],-1.528,-1.528
[O][=C][Branch1][C][N][C][Branch1][Ring1][C][C][C][Branch1][Ring2][C][C][C][O][Ring1][Branch2],-1.175,-1.175
[N][#C][C][=Branch1][C][=C][C],-0.42199999,-0.422
[O][=C][Branch1][Ring1][N][O][N],1.119,1.119
[Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][Cl],-2.9059999,-2.906
[O][=C][Branch1][=Branch1][N][Branch1][C][C][C][C],1.0599999,1.06
[F][C@][C@@H1][Branch1][C][O][C][C@][Branch1][C][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C][C][Ring1][O][C][Ring1][S][C][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][C][C][C][C][=Branch1][C][=O][C][=Ring1][Branch2],-3.434,-3.434
[Cl][C][=C][C@@H1][Branch1][C][O][C][C][Branch1][S][C][=Branch1][C][=O][C][Ring1][Branch2][=C][Branch1][C][O][C][=C][Ring1][=N][=C][Branch1][C][O][C@][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][C][O][C@@H1][Branch1][=Branch1][N][Branch1][C][C][C][C][Ring1][#C][C][Ring2][Ring1][O],-2.4849999,-2.485
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-2.95,-2.95
[Cl][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O],-0.97000003,-0.97
[O][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Branch1][C][C][C][=C][Ring1][O][C][Branch1][C][C][Branch1][C][C][C],-5.5650001,-5.565
[O][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][Ring1][#Branch2][C][Branch1][C][C][Branch1][C][C][C],-4.9169998,-4.917
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch2][C][=C][C][Ring1][N][=C][C][=C][Ring1][=C],-6.1760001,-6.176
[O][=C][N][Branch2][Ring1][#Branch1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][C][C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-3.733,-3.733
[O][=C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Ring1][N][C][=C][C][=C][Ring1][=Branch1],-4.421,-4.421
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#C],-1.098,-1.098
[Cl][C][=C][C][=Branch1][=Branch2][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][=C][C][=C][Ring1][#Branch2],-3.9760001,-3.976
[O][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][C][O][C][N][C][C][Branch1][Ring1][C][=C][C][Branch1][Ring2][C][Ring1][Branch2][C][C][Ring1][=Branch2][C][=C][N][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1],-2.812,-2.812
[O][=C][Branch1][Ring1][O][C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Ring1][#Branch2],-1.686,-1.686
[O][=C][Branch1][Branch1][O][C][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][N],-3.131,-3.131
[O][=N+1][Branch1][C][O-1][C][=C][Branch2][Ring1][=N][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][N],-3.865,-3.865
[O][=N+1][Branch1][C][O-1][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][S],-4.2490001,-4.249
[O][=N][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1],-2.2379999,-2.238
[O][=N][C][=C][Branch1][C][O][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][Branch2],-2.539,-2.539
[O][=C][Branch1][C][O][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2][C][=C][C][=C][Ring2][Ring1][Ring1],-3.1630001,-3.163
[O][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][#Branch2],-1.949,-1.949
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][S][N][C][=Branch1][C][=O][C][C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][C][=C][C][Ring1][Branch2],-4.77,-4.77
[Cl][C][Branch1][C][Cl][Branch1][C][Cl][S][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Ring1][Branch2],-5.5689998,-5.569
[Cl][C][Branch1][C][Cl][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][Ring2][N][Ring1][Branch2][C][=C][Branch1][C][Cl][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][=C][Ring1][N],-2.677,-2.677
[O][=C][Branch1][Ring1][O][C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][#Branch1],-1.725,-1.725
[N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2],-1.925,-1.925
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][C][=C][C][Branch1][C][N][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][#Branch1],-2.3399999,-2.34
[C][Branch1][C][C][C][=C][Branch1][Ring1][C][C][C][=C][C][=C][Ring1][Branch2],-3.276,-3.276
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][N][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][N][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][Branch2][=C][Ring1][S],-3.043,-3.043
[C][Branch1][Ring1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.882,-3.882
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.48,-3.48
[S][Branch1][O][S][C][=Branch1][C][=S][N][Branch1][C][C][C][C][=Branch1][C][=S][N][Branch1][C][C][C],-3.904,-3.904
[O][C][C][Branch1][Ring1][C][C][C],-0.472,-0.472
[O][=C][Branch1][=C][N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][C][N][Branch1][Ring1][C][C][C][C],-1.757,-1.757
[O][=C][Branch1][=Branch1][O][C][C][C][C][C][Branch1][C][O][C],-0.56300002,-0.563
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][N][C][=C][C][=C][Branch1][Ring1][C][N][C][=C][Ring1][Branch2],0.32100001,0.321
[O][=C][Branch1][C][O][C][=C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Ring1][=Branch2],-0.064999998,-0.065
[C][=Branch1][C][=C][Branch1][C][C][C][C][C][=C][Branch1][C][C][C][C][Ring1][#Branch1],-4.255000099999998,-4.255
[O][C][Branch1][C][C][C][C][C][Branch1][=Branch1][C][=Branch1][C][=C][C][C][C][Ring1][#Branch2],-1.846,-1.846
[O][=C][Branch1][C][O][C][Branch1][C][N][C][C][S][C][=C][C][=Ring1][Branch1],-0.83600003,-0.836
[O][C][C][N][Branch1][Ring2][C][C][O][C][C],0.87599999,0.876
[O][=N+1][Branch1][C][O-1][C][O][C][Branch2][Ring1][Branch2][/C][=N][/N][C][=Branch1][C][=O][O][C][Branch1][#Branch2][C][N][C][C][O][C][C][Ring1][=Branch1][C][Ring1][=N][=C][C][=Ring2][Ring1][Ring2],-2.6359999,-2.636
[O][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-1.6849999,-1.685
[N][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-3.069,-3.069
[O][Branch1][C][C][C][=C][C][=C][Branch1][Ring2][C][C][=C][C][=C][Ring1][=Branch2],-2.9200001,-2.92
[O][=C][Branch1][Ring2][O][C][C][C][=C],-0.8240000000000001,-0.824
[O][=C][Branch1][Ring2][O][C][C][/C][=C][\C][=Branch1][C][=O][O][C][C],-1.09,-1.09
[O][=C][Branch1][Ring2][O][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C],-1.6799999,-1.68
[Si][Branch2][Ring1][C][O][Si][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C][Branch1][#Branch2][O][Si][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C],-7.664,-7.664
[I][C][C][C][=Branch1][C][=O][O],-0.43000001,-0.43
[O][=C][Branch1][Ring2][O][C][C][C],-0.041999999,-0.042
[S][=C][S][C][C][=Branch1][C][=O][N][Ring1][=Branch1],-1.7719999999999998,-1.772
[S][=C][N][C][=Branch1][C][=O][C][=C][N][Ring1][#Branch1],-2.257,-2.257
[O][=C][N][C][=C][C][=C][Ring1][=Branch1],1.022,1.022
[O][=C][Branch1][Branch1][N][C][C][O][C],0.98699999,0.987
[O][=C][Branch1][C][O][C][C][C][C][C],-1.052,-1.052
[N][Branch1][Ring2][C][C][C][C][C][C],-0.46000001,-0.46
[O][=C][Branch1][Branch2][O][C][C][C][C][C][C][C],-2.451,-2.451
[O][Branch1][Branch1][C][C][C][C][C][C][C][C],-2.638,-2.638
[O][C][C][C][C][C][C][C][C][C],-3.013,-3.013
[N][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C],-3.1570001,-3.157
[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][=Branch1][C][=O][C][Branch1][C][Cl][C][Ring1][=Branch2][Branch1][C][Cl][C][Ring1][#C][Branch1][C][Cl][C][Ring1][#Branch1][Branch1][C][Cl][C][Ring1][P][Ring1][=N][Cl],-5.2589998,-5.259
[O][C][Branch1][#Branch2][C][Branch1][Ring1][C][O][Branch1][C][C][C][C][Branch1][C][C][C],-0.88599998,-0.886
[O][=C][Branch1][C][O][C][=Branch1][C][=O][O],0.38800001,0.388
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][#Branch2][N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-2.9690001,-2.969
[O][=C][Branch1][C][O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][O][C][Ring1][Branch2][C][C][Ring1][Branch1],-0.27000001,-0.27
[O][=C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][O],0.523,0.523
[O][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][#Branch2],-2.4170001,-2.417
[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][N][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][N][=C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][Branch2][=C][Ring1][S],-0.81900001,-0.819
[C][Branch1][Branch2][C][N][=C][S][C][=Ring1][Branch1][NH1][C][=C][Branch1][Ring2][N][=Ring1][#Branch2][C][=C][C][=C][Ring1][#Branch1],-3.605,-3.605
[O][C][Branch1][#Branch1][C][Branch1][C][O][C][O][C][O],0.6990000000000001,0.699
[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],-1.351,-1.351
[Cl][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N],-2.9360001,-2.936
[O][Branch1][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-0.49200001,-0.492
[Br][C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F],-1.686,-1.686
[O][=C][Branch1][C][O][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],-0.39899999,-0.399
[O][=N+1][Branch1][C][O-1][C][O][C][Branch1][S][/C][=N][/N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=Ring1][S],-3.734,-3.734
[Cl][/C][=C][\Cl],-1.1799999,-1.18
[C][C][=C][C][C][C][=Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][#Branch2][C][=C][C][Ring1][N][=C][C][=C][Ring1][=C][C][=C][C][=Ring1][S][C][=C][C][=Ring2][Ring1][C],-9.026,-9.026
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][O][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][C][=C][C][Ring2][Ring1][C][=C][C][=C][Ring2][Ring1][Ring2],-9.1630001,-9.163
[C][=C][C][=Branch2][Ring1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][P],-7.821000099999999,-7.821
[C][=C][C][=C][C][Branch1][#C][C][Ring1][=Branch1][=C][C][=C][C][Ring1][#Branch2][=C][C][=C][Ring1][N][=C][C][=C][C][Ring1][=C][=C][C][=C][Ring2][Ring1][C],-8.8000002,-8.8
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch2][C][C][Ring1][O][=C][C][=C][Ring1][=N],-5.2379999,-5.238
[C][C][=C][C][=C][C][=Ring1][=Branch1][C][=C][Branch1][=Branch2][C][Ring1][=Branch2][=C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][#Branch1],-8.4989996,-8.499
[C][C][=C][C][=C][C][=Ring1][=Branch1][C][=C][C][Ring1][=Branch2][=C][C][=C][Ring1][O],-3.9760001,-3.976
[C][C][C][=Branch1][#C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][C][=C][C][=Ring1][=C][C][=C][Branch1][=Branch1][C][=C][Ring2][Ring1][C][C][=C][C][=C][Ring1][Branch2],-7.809999900000001,-7.81
[C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][O][C][C][Ring1][=Branch1][=C][C][=C][C][=Ring1][=Branch1][C][=C][C][=C][Ring1][N][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][=C][C][=C][Ring1][#Branch1],-8.2399998,-8.24
[C][C][=Branch1][#C][=C][C][=Branch1][Branch1][=C][C][=Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][C][=C][C][=C][Ring1][=C][C][=C][C][=C][Ring1][=Branch1],-8.057000200000001,-8.057
[C][=C][C][=Branch2][Ring1][=N][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][#C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][=C][Ring2][Ring1][C][C][=C][C][=C][Ring2][Ring1][Branch1],-8.4320002,-8.432
[S][C][=C][Branch2][Ring1][Ring2][N][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][P][C][=C][C][=C][Ring1][Branch2],-7.907999999999999,-7.908
[S][C][=C][Branch1][N][N][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=N][C][=C][C][=C][Ring1][Branch2],-5.8959999000000005,-5.896
[N][=C][C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][C][=C][C][Ring1][#Branch2][=C][C][=C][Ring1][=C],-2.681,-2.681
[C][C][=Branch2][Ring1][Ring2][=C][C][=C][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][=Ring1][=N][Ring1][=Branch2][C][=C][C][=C][Ring1][P],-6.678,-6.678
[NH1][C][=C][Branch2][Ring1][Ring1][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][C][=C][C][=C][Ring1][S][C][=C][C][=C][Ring1][=Branch1],-7.4099998,-7.41
[O][C][=C][Branch1][N][O][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=N],-5.3109999000000006,-5.311
[NH1][N][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1],-0.221,-0.221
[O][C][=C][Branch1][Branch1][N][=C][Ring1][Branch1][C][=C][C][=C][Ring1][Branch2],-1.155,-1.155
[N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][Ring1][Branch2],0.60299999,0.603
[C][C][C][C][C][Ring1][Branch1],-2.6530001,-2.653
[O][N][=C][C][=C][Ring1][Branch1],0.38299999,0.383
[N][=N][C][=C][C][=C][Ring1][=Branch1],1.096,1.096
[N][=C][N][=C][C][=C][Ring1][=Branch1],1.096,1.096
[C][C][C][C][C][C][C][Ring1][#Branch1],-3.5150001000000004,-3.515
[S][=P][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O][C][=N][C][=C][N][=C][Ring1][=Branch1],-2.3380001,-2.338
[S][=P][Branch1][=Branch1][S][C][S][C][C][Branch1][Ring2][O][C][C][O][C][C],-3.717,-3.717
[S][=P][Branch1][#Branch1][S][C][C][S][C][C][Branch1][Ring2][O][C][C][O][C][C],-4.2259998,-4.226
[P][=Branch1][C][=O][Branch1][N][O][C][C][Branch1][Branch1][C][C][C][C][C][C][Branch1][N][O][C][C][Branch1][Branch1][C][C][C][C][C][C][O],-3.2479999,-3.248
[O][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.41499999,-0.415
[Cl][C][=C][Branch1][S][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][N][C][Branch1][C][C][C][C][=C][C][Branch1][C][Cl][=C][Ring1][S],-4.7979999000000015,-4.798
[Cl][C][=C][Branch1][N][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][N][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][P],-3.164,-3.164
[Br][C][=C][Branch1][C][O][C][Branch1][C][Br][=C][C][Branch1][O][C][C][Branch1][C][N][C][=Branch1][C][=O][O][=C][Ring1][=C],-1.928,-1.928
[Cl][C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F],-1.862,-1.862
[P][=Branch1][C][=O][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2],-1.8789999,-1.879
[Cl][/C][=C][/O][P][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C],-1.332,-1.332
[O][=C][Branch1][C][O][C@H1][Branch1][C][N][C][O],0.54000002,0.54
[O][=C][Branch2][Ring1][#Branch1][O][C][=C][C][Branch1][C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][C][C][=C][Ring1][O][N][C],-3.3469999,-3.347
[O][=C][N][C][=N][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1],-2.3789999,-2.379
[O][=C][Branch1][C][O][C@H1][Branch1][C][N][C][Branch1][Ring1][C][C][C],-0.50300002,-0.503
[Cl][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Branch1][C][O][C][=C][Ring1][#Branch2],-1.237,-1.237
[F][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][C][Branch1][C][C][=C][Ring1][O],-1.74,-1.74
[F][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][=Branch2],-2.3759999,-2.376
[O][=C][Branch2][Ring1][#Branch2][O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][N][/C][=C][/C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2],-0.94700003,-0.947
[Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][=N][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][C][C][C][Branch1][C][Cl][=C][Ring1][S],-5.7519999,-5.752
[P][Branch1][C][F][=Branch1][C][=O][Branch1][#Branch2][O][C][C][C][C][C][C][Ring1][=Branch1][C],-1.6869999999999998,-1.687
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Ring1][=N],-3.744,-3.744
[Cl][C][=C][Branch1][C][Cl][C][=C][C][Branch1][N][N][C][=Branch1][C][=O][N][Branch1][Ring1][O][C][C][=C][Ring1][=C],-3.5209999,-3.521
[S][=P][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O][C][=N][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][C][Branch1][C][C][=C][Ring1][#Branch2],-3.881,-3.881
[O][=C][Branch1][C][O][C@H1][Branch1][C][N][C],0.26800001,0.268
[Cl][C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1],-2.5409999,-2.541
[Cl][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1],-2.4159999,-2.416
[S][Branch1][N][S][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][N][C][=Branch1][C][=O][O],-3.381,-3.381
[S][Branch1][Ring1][C][C][C][C],-1.46,-1.46
[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=N][N],-1.5119999999999998,-1.512
[O][Branch1][C][C][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C][C][O][C][C][=C][C][C][Ring1][#Branch1][C][Ring1][N][C@@][Ring1][#C][C][Branch1][O][N][Branch1][Ring2][C][Ring1][Branch2][C][C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Ring2][Ring1][O],-2.0910001,-2.091
[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][C][C][Branch1][C][C][C][C][Branch1][C][C][C][Branch1][C][O][C][C][C][Branch1][C][C][C][Branch1][#Branch2][C][C][Branch1][C][O][C][C][Ring1][Branch2][C][C][C][Ring1][N][C][Ring2][Ring1][C][C][C][Ring2][Ring1][Branch1],-5.2210002,-5.221
[C][Branch1][=Branch2][C][=N][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][Ring1][N],-1.421,-1.421
[F][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1],-1.0,-1.0
[O][=C][Branch1][C][O][C][Branch1][C][N][C][C][N][Branch1][C][C][C][=N][C][=Ring1][=Branch1],0.072999999,0.073
[F][C][C][O],1.193,1.193
[F][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1],-2.0,-2.0
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][O][C],0.31,0.31
[Cl][C][Branch1][C][Cl][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F],-3.096,-3.096
[F][C@][C@@H1][Branch1][C][O][C][C@][Branch1][C][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@H1][Branch1][C][C][C][C][Ring1][N][C][Ring1][P][C][C][C][C@][Ring2][Ring1][Branch1][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=Ring1][Branch2],-3.7709999,-3.771
[O][=C][C][Branch1][C][C][C][Branch2][Ring1][S][C][C][Branch1][Branch2][C][=Branch1][C][=O][C][Ring1][Branch2][C][Branch1][C][C][C][=Branch1][#Branch2][=C][C][=Branch1][C][=O][C][C][Ring1][Branch2][C][C][Ring1][#C][C][C][Ring2][Ring1][Branch1],-3.484,-3.484
[O][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][N][Branch1][Ring1][C][C][C][=Ring1][=Branch2][N][=C][Branch1][C][C][C][=C][Ring1][O],-3.3659999,-3.366
[N][#C][N],1.075,1.075
[F][C][C][Branch1][C][C][C][Branch2][Ring2][Branch1][C][Branch1][C][C][C][C][Ring1][Branch2][C][C][Branch1][C][C][Branch1][S][C][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][C][C][C][Ring1][#Branch2][C][C][Ring2][Ring1][Ring2][O][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][=Branch2],-4.099,-4.099
[F][C][Branch1][C][F][Branch1][C][F][/C][=Branch1][Ring1][=N][\O][/C],-0.229,-0.229
[F][C][Branch1][C][F][Branch1][C][F][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2],-1.598,-1.598
